country,food_category,consumption,co2_emmission,lat,lng
Paraguay,Fish,3.6,5.75,-23.442503,-58.443832
Paraguay,Eggs,18.83,17.3,-23.442503,-58.443832
Paraguay,Milk - inc. cheese,75.72,107.86,-23.442503,-58.443832
Paraguay,Wheat and Wheat Products,31.51,6.01,-23.442503,-58.443832
Paraguay,Rice,4.91,6.28,-23.442503,-58.443832
Paraguay,Soybeans,0,0,-23.442503,-58.443832
Paraguay,Nuts inc. Peanut Butter,1.6,2.83,-23.442503,-58.443832
New Caledonia,Pork,19.9,70.44,-20.904305,165.618042
New Caledonia,Poultry,44.36,47.65,-20.904305,165.618042
New Caledonia,Beef,16.07,495.89,-20.904305,165.618042
New Caledonia,Lamb & Goat,1.95,68.29,-20.904305,165.618042
New Caledonia,Fish,19.38,30.94,-20.904305,165.618042
New Caledonia,Eggs,8.85,8.13,-20.904305,165.618042
New Caledonia,Milk - inc. cheese,108,153.84,-20.904305,165.618042
New Caledonia,Wheat and Wheat Products,81.75,15.59,-20.904305,165.618042
New Caledonia,Rice,17.47,22.36,-20.904305,165.618042
New Caledonia,Soybeans,0.55,0.25,-20.904305,165.618042
New Caledonia,Nuts inc. Peanut Butter,2.96,5.24,-20.904305,165.618042
South Africa,Pork,4.16,14.72,-30.559482,22.937506
South Africa,Poultry,37.57,40.36,-30.559482,22.937506
South Africa,Beef,18.03,556.37,-30.559482,22.937506
South Africa,Lamb & Goat,4.28,149.89,-30.559482,22.937506
South Africa,Fish,5.56,8.88,-30.559482,22.937506
South Africa,Eggs,7.21,6.62,-30.559482,22.937506
South Africa,Milk - inc. cheese,55.75,79.41,-30.559482,22.937506
South Africa,Wheat and Wheat Products,60.13,11.47,-30.559482,22.937506
South Africa,Rice,17.41,22.28,-30.559482,22.937506
South Africa,Soybeans,1.27,0.57,-30.559482,22.937506
South Africa,Nuts inc. Peanut Butter,1.04,1.84,-30.559482,22.937506
Barbados,Pork,8.3,29.38,13.193887,-59.543198
Barbados,Poultry,42.62,45.78,13.193887,-59.543198
Barbados,Beef,13.13,405.16,13.193887,-59.543198
Barbados,Lamb & Goat,4.08,142.88,13.193887,-59.543198
Barbados,Fish,37.41,59.73,13.193887,-59.543198
Barbados,Eggs,9.61,8.83,13.193887,-59.543198
Barbados,Milk - inc. cheese,110.48,157.37,13.193887,-59.543198
Barbados,Wheat and Wheat Products,65.71,12.53,13.193887,-59.543198
Barbados,Rice,15.66,20.04,13.193887,-59.543198
Barbados,Soybeans,0.1,0.05,13.193887,-59.543198
Barbados,Nuts inc. Peanut Butter,4.16,7.36,13.193887,-59.543198
Lithuania,Pork,45.67,161.65,55.169438,23.881275
Lithuania,Poultry,26.84,28.83,55.169438,23.881275
Lithuania,Beef,4.49,138.55,55.169438,23.881275
Lithuania,Lamb & Goat,0.24,8.4,55.169438,23.881275
Lithuania,Fish,42.39,67.68,55.169438,23.881275
Lithuania,Eggs,13.11,12.04,55.169438,23.881275
Lithuania,Milk - inc. cheese,295.46,420.85,55.169438,23.881275
Lithuania,Wheat and Wheat Products,121.59,23.19,55.169438,23.881275
Lithuania,Rice,3.07,3.93,55.169438,23.881275
Lithuania,Soybeans,0.02,0.01,55.169438,23.881275
Lithuania,Nuts inc. Peanut Butter,2.13,3.77,55.169438,23.881275
Turkey,Pork,0.01,0.04,38.963745,35.243322
Turkey,Poultry,18.78,20.17,38.963745,35.243322
Turkey,Beef,11.64,359.19,38.963745,35.243322
Turkey,Lamb & Goat,4.68,163.89,38.963745,35.243322
Turkey,Fish,5.58,8.91,38.963745,35.243322
Turkey,Eggs,8.2,7.53,38.963745,35.243322
Turkey,Milk - inc. cheese,193.94,276.25,38.963745,35.243322
Turkey,Wheat and Wheat Products,169.96,32.41,38.963745,35.243322
Turkey,Rice,10.74,13.74,38.963745,35.243322
Turkey,Soybeans,1.71,0.77,38.963745,35.243322
Turkey,Nuts inc. Peanut Butter,7.97,14.11,38.963745,35.243322
Estonia,Pork,29.68,105.05,58.595272,25.013607
Estonia,Poultry,21.11,22.68,58.595272,25.013607
Estonia,Beef,7.19,221.87,58.595272,25.013607
Estonia,Lamb & Goat,0.44,15.41,58.595272,25.013607
Estonia,Fish,12.78,20.41,58.595272,25.013607
Estonia,Eggs,12.66,11.63,58.595272,25.013607
Estonia,Milk - inc. cheese,284.85,405.74,58.595272,25.013607
Estonia,Wheat and Wheat Products,89.36,17.04,58.595272,25.013607
Estonia,Rice,2.56,3.28,58.595272,25.013607
Estonia,Soybeans,0.04,0.02,58.595272,25.013607
Estonia,Nuts inc. Peanut Butter,4.29,7.59,58.595272,25.013607
Mexico,Pork,15.23,53.91,23.634501,-102.552784
Mexico,Poultry,30.12,32.35,23.634501,-102.552784
Mexico,Beef,15.33,473.05,23.634501,-102.552784
Mexico,Lamb & Goat,0.89,31.17,23.634501,-102.552784
Mexico,Fish,7.56,12.07,23.634501,-102.552784
Mexico,Eggs,18.34,16.85,23.634501,-102.552784
Mexico,Milk - inc. cheese,111.87,159.35,23.634501,-102.552784
Mexico,Wheat and Wheat Products,35.21,6.71,23.634501,-102.552784
Mexico,Rice,5.64,7.22,23.634501,-102.552784
Mexico,Soybeans,0.02,0.01,23.634501,-102.552784
Mexico,Nuts inc. Peanut Butter,2.51,4.44,23.634501,-102.552784
Costa Rica,Pork,10.28,36.39,9.748917,-83.753428
Costa Rica,Poultry,24.47,26.29,9.748917,-83.753428
Costa Rica,Beef,15.23,469.97,9.748917,-83.753428
Costa Rica,Lamb & Goat,0.02,0.7,9.748917,-83.753428
Costa Rica,Fish,11.32,18.07,9.748917,-83.753428
Costa Rica,Eggs,10.55,9.69,9.748917,-83.753428
Costa Rica,Milk - inc. cheese,183.28,261.06,9.748917,-83.753428
Costa Rica,Wheat and Wheat Products,39.31,7.5,9.748917,-83.753428
Costa Rica,Rice,45.69,58.47,9.748917,-83.753428
Costa Rica,Soybeans,1.54,0.69,9.748917,-83.753428
Costa Rica,Nuts inc. Peanut Butter,1.38,2.44,9.748917,-83.753428
Bolivia,Pork,8.89,31.47,-16.290154,-63.588653
Bolivia,Poultry,34.31,36.86,-16.290154,-63.588653
Bolivia,Beef,19.78,610.37,-16.290154,-63.588653
Bolivia,Lamb & Goat,1.72,60.23,-16.290154,-63.588653
Bolivia,Fish,2.18,3.48,-16.290154,-63.588653
Bolivia,Eggs,5.18,4.76,-16.290154,-63.588653
Bolivia,Milk - inc. cheese,46.04,65.58,-16.290154,-63.588653
Bolivia,Wheat and Wheat Products,49.99,9.53,-16.290154,-63.588653
Bolivia,Rice,26.99,34.54,-16.290154,-63.588653
Bolivia,Soybeans,0.01,0,-16.290154,-63.588653
Bolivia,Nuts inc. Peanut Butter,9.16,16.21,-16.290154,-63.588653
Ecuador,Pork,14.44,51.11,-1.831239,-78.183406
Ecuador,Poultry,21.85,23.47,-1.831239,-78.183406
Ecuador,Beef,16.61,512.55,-1.831239,-78.183406
Ecuador,Lamb & Goat,0.44,15.41,-1.831239,-78.183406
Ecuador,Fish,5.17,8.25,-1.831239,-78.183406
Ecuador,Eggs,8.01,7.36,-1.831239,-78.183406
Ecuador,Milk - inc. cheese,139.6,198.85,-1.831239,-78.183406
Ecuador,Wheat and Wheat Products,39.19,7.47,-1.831239,-78.183406
Ecuador,Rice,45.07,57.68,-1.831239,-78.183406
Ecuador,Soybeans,0,0,-1.831239,-78.183406
Ecuador,Nuts inc. Peanut Butter,0.98,1.73,-1.831239,-78.183406
Panama,Pork,13.48,47.71,8.537981,-80.782127
Panama,Poultry,30.81,33.1,8.537981,-80.782127
Panama,Beef,20.4,629.5,8.537981,-80.782127
Panama,Lamb & Goat,0.01,0.35,8.537981,-80.782127
Panama,Fish,11.05,17.64,8.537981,-80.782127
Panama,Eggs,4.53,4.16,8.537981,-80.782127
Panama,Milk - inc. cheese,70.29,100.12,8.537981,-80.782127
Panama,Wheat and Wheat Products,38.96,7.43,8.537981,-80.782127
Panama,Rice,66.42,85,8.537981,-80.782127
Panama,Soybeans,3.53,1.59,8.537981,-80.782127
Panama,Nuts inc. Peanut Butter,1.05,1.86,8.537981,-80.782127
Czech Republic,Pork,41.17,145.72,49.817492,15.472962
Czech Republic,Poultry,19.09,20.51,49.817492,15.472962
Czech Republic,Beef,8.15,251.49,49.817492,15.472962
Czech Republic,Lamb & Goat,0.34,11.91,49.817492,15.472962
Czech Republic,Fish,8.25,13.17,49.817492,15.472962
Czech Republic,Eggs,11.66,10.71,49.817492,15.472962
Czech Republic,Milk - inc. cheese,195.2,278.04,49.817492,15.472962
Czech Republic,Wheat and Wheat Products,92.67,17.67,49.817492,15.472962
Czech Republic,Rice,4.79,6.13,49.817492,15.472962
Czech Republic,Soybeans,0.82,0.37,49.817492,15.472962
Czech Republic,Nuts inc. Peanut Butter,2.47,4.37,49.817492,15.472962
Romania,Pork,25.31,89.58,45.943161,24.96676
Romania,Poultry,15.38,16.52,45.943161,24.96676
Romania,Beef,4.78,147.5,45.943161,24.96676
Romania,Lamb & Goat,3.41,119.42,45.943161,24.96676
Romania,Fish,6.07,9.69,45.943161,24.96676
Romania,Eggs,12.94,11.89,45.943161,24.96676
Romania,Milk - inc. cheese,238.33,339.48,45.943161,24.96676
Romania,Wheat and Wheat Products,134.87,25.72,45.943161,24.96676
Romania,Rice,2.59,3.31,45.943161,24.96676
Romania,Soybeans,0.01,0,45.943161,24.96676
Romania,Nuts inc. Peanut Butter,1.8,3.19,45.943161,24.96676
Colombia,Pork,6.51,23.04,4.570868,-74.297333
Colombia,Poultry,27.57,29.62,4.570868,-74.297333
Colombia,Beef,16.36,504.84,4.570868,-74.297333
Colombia,Lamb & Goat,0.21,7.35,4.570868,-74.297333
Colombia,Fish,6.01,9.6,4.570868,-74.297333
Colombia,Eggs,10.78,9.9,4.570868,-74.297333
Colombia,Milk - inc. cheese,108.47,154.5,4.570868,-74.297333
Colombia,Wheat and Wheat Products,29.79,5.68,4.570868,-74.297333
Colombia,Rice,28.02,35.86,4.570868,-74.297333
Colombia,Soybeans,0.89,0.4,4.570868,-74.297333
Colombia,Nuts inc. Peanut Butter,0.42,0.74,4.570868,-74.297333
Maldives,Pork,1.22,4.32,3.202778,73.22068
Maldives,Poultry,18.47,19.84,3.202778,73.22068
Maldives,Beef,9.44,291.3,3.202778,73.22068
Maldives,Lamb & Goat,0.7,24.51,3.202778,73.22068
Maldives,Fish,179.71,286.94,3.202778,73.22068
Maldives,Eggs,10.79,9.91,3.202778,73.22068
Maldives,Milk - inc. cheese,111.47,158.78,3.202778,73.22068
Maldives,Wheat and Wheat Products,77.77,14.83,3.202778,73.22068
Maldives,Rice,50.73,64.92,3.202778,73.22068
Maldives,Soybeans,0.2,0.09,3.202778,73.22068
Maldives,Nuts inc. Peanut Butter,15.83,28.02,3.202778,73.22068
Cyprus,Pork,38.38,135.85,35.126413,33.429859
Cyprus,Poultry,24.45,26.26,35.126413,33.429859
Cyprus,Beef,5.79,178.67,35.126413,33.429859
Cyprus,Lamb & Goat,5.05,176.85,35.126413,33.429859
Cyprus,Fish,14.86,23.73,35.126413,33.429859
Cyprus,Eggs,8.98,8.25,35.126413,33.429859
Cyprus,Milk - inc. cheese,113.31,161.4,35.126413,33.429859
Cyprus,Wheat and Wheat Products,83.25,15.88,35.126413,33.429859
Cyprus,Rice,4.94,6.32,35.126413,33.429859
Cyprus,Soybeans,0.04,0.02,35.126413,33.429859
Cyprus,Nuts inc. Peanut Butter,4.6,8.14,35.126413,33.429859
Serbia,Pork,32.04,113.41,44.016521,21.005859
Serbia,Poultry,10.64,11.43,44.016521,21.005859
Serbia,Beef,7.05,217.55,44.016521,21.005859
Serbia,Lamb & Goat,3.56,124.67,44.016521,21.005859
Serbia,Fish,5.59,8.93,44.016521,21.005859
Serbia,Eggs,8.89,8.17,44.016521,21.005859
Serbia,Milk - inc. cheese,148.53,211.57,44.016521,21.005859
Serbia,Wheat and Wheat Products,105.88,20.19,44.016521,21.005859
Serbia,Rice,1.22,1.56,44.016521,21.005859
Serbia,Soybeans,0,0,44.016521,21.005859
Serbia,Nuts inc. Peanut Butter,3.31,5.86,44.016521,21.005859
United Arab Emirates,Pork,0,0,23.424076,53.847818
United Arab Emirates,Poultry,41.04,44.09,23.424076,53.847818
United Arab Emirates,Beef,5.64,174.04,23.424076,53.847818
United Arab Emirates,Lamb & Goat,9.08,317.98,23.424076,53.847818
United Arab Emirates,Fish,20.41,32.59,23.424076,53.847818
United Arab Emirates,Eggs,8.23,7.56,23.424076,53.847818
United Arab Emirates,Milk - inc. cheese,132.66,188.96,23.424076,53.847818
United Arab Emirates,Wheat and Wheat Products,101.29,19.32,23.424076,53.847818
United Arab Emirates,Rice,56.25,71.98,23.424076,53.847818
United Arab Emirates,Soybeans,0.08,0.04,23.424076,53.847818
United Arab Emirates,Nuts inc. Peanut Butter,23.03,40.76,23.424076,53.847818
Algeria,Pork,0,0,28.033886,1.659626
Algeria,Poultry,7.42,7.97,28.033886,1.659626
Algeria,Beef,5.6,172.8,28.033886,1.659626
Algeria,Lamb & Goat,7.69,269.3,28.033886,1.659626
Algeria,Fish,3.74,5.97,28.033886,1.659626
Algeria,Eggs,8.06,7.4,28.033886,1.659626
Algeria,Milk - inc. cheese,141.53,201.6,28.033886,1.659626
Algeria,Wheat and Wheat Products,185.42,35.36,28.033886,1.659626
Algeria,Rice,2.97,3.8,28.033886,1.659626
Algeria,Soybeans,0,0,28.033886,1.659626
Algeria,Nuts inc. Peanut Butter,2.08,3.68,28.033886,1.659626
Ukraine,Pork,20.56,72.77,48.379433,31.16558
Ukraine,Poultry,24.23,26.03,48.379433,31.16558
Ukraine,Beef,8.96,276.49,48.379433,31.16558
Ukraine,Lamb & Goat,0.41,14.36,48.379433,31.16558
Ukraine,Fish,15.23,24.32,48.379433,31.16558
Ukraine,Eggs,18.01,16.54,48.379433,31.16558
Ukraine,Milk - inc. cheese,145.03,206.58,48.379433,31.16558
Ukraine,Wheat and Wheat Products,105.15,20.05,48.379433,31.16558
Ukraine,Rice,3,3.84,48.379433,31.16558
Ukraine,Soybeans,0.02,0.01,48.379433,31.16558
Ukraine,Nuts inc. Peanut Butter,2.68,4.74,48.379433,31.16558
Pakistan,Pork,0,0,30.375321,69.345116
Pakistan,Poultry,5.01,5.38,30.375321,69.345116
Pakistan,Beef,8.82,272.17,30.375321,69.345116
Pakistan,Lamb & Goat,2.46,86.15,30.375321,69.345116
Pakistan,Fish,1.87,2.99,30.375321,69.345116
Pakistan,Eggs,2.95,2.71,30.375321,69.345116
Pakistan,Milk - inc. cheese,183.13,260.85,30.375321,69.345116
Pakistan,Wheat and Wheat Products,113.63,21.67,30.375321,69.345116
Pakistan,Rice,12.25,15.68,30.375321,69.345116
Pakistan,Soybeans,0,0,30.375321,69.345116
Pakistan,Nuts inc. Peanut Butter,0.83,1.47,30.375321,69.345116
Swaziland,Pork,2.43,8.6,-26.522503,31.465866
Swaziland,Poultry,6.18,6.64,-26.522503,31.465866
Swaziland,Beef,15.1,465.95,-26.522503,31.465866
Swaziland,Lamb & Goat,1.94,67.94,-26.522503,31.465866
Swaziland,Fish,1.26,2.01,-26.522503,31.465866
Swaziland,Eggs,1.5,1.38,-26.522503,31.465866
Swaziland,Milk - inc. cheese,56.6,80.62,-26.522503,31.465866
Swaziland,Wheat and Wheat Products,37.15,7.08,-26.522503,31.465866
Swaziland,Rice,21.15,27.07,-26.522503,31.465866
Swaziland,Soybeans,0.55,0.25,-26.522503,31.465866
Swaziland,Nuts inc. Peanut Butter,6.44,11.4,-26.522503,31.465866
Latvia,Pork,34.96,123.74,56.879635,24.603189
Latvia,Poultry,20.53,22.05,56.879635,24.603189
Latvia,Beef,5.11,157.68,56.879635,24.603189
Latvia,Lamb & Goat,0.34,11.91,56.879635,24.603189
Latvia,Fish,21.3,34.01,56.879635,24.603189
Latvia,Eggs,14.03,12.89,56.879635,24.603189
Latvia,Milk - inc. cheese,174.11,248,56.879635,24.603189
Latvia,Wheat and Wheat Products,72.13,13.76,56.879635,24.603189
Latvia,Rice,2.21,2.83,56.879635,24.603189
Latvia,Soybeans,0.04,0.02,56.879635,24.603189
Latvia,Nuts inc. Peanut Butter,3.78,6.69,56.879635,24.603189
Bosnia and Herzegovina,Pork,9.38,33.2,43.915886,17.679076
Bosnia and Herzegovina,Poultry,13.17,14.15,43.915886,17.679076
Bosnia and Herzegovina,Beef,9.12,281.42,43.915886,17.679076
Bosnia and Herzegovina,Lamb & Goat,0.47,16.46,43.915886,17.679076
Bosnia and Herzegovina,Fish,4.06,6.48,43.915886,17.679076
Bosnia and Herzegovina,Eggs,4.49,4.12,43.915886,17.679076
Bosnia and Herzegovina,Milk - inc. cheese,174.03,247.89,43.915886,17.679076
Bosnia and Herzegovina,Wheat and Wheat Products,93.56,17.84,43.915886,17.679076
Bosnia and Herzegovina,Rice,1.88,2.41,43.915886,17.679076
Bosnia and Herzegovina,Soybeans,1.48,0.67,43.915886,17.679076
Bosnia and Herzegovina,Nuts inc. Peanut Butter,2,3.54,43.915886,17.679076
Fiji,Pork,4.31,15.26,-16.578193,179.414413
Fiji,Poultry,20.26,21.76,-16.578193,179.414413
Fiji,Beef,8.96,276.49,-16.578193,179.414413
Fiji,Lamb & Goat,5.9,206.62,-16.578193,179.414413
Fiji,Fish,35.01,55.9,-16.578193,179.414413
Fiji,Eggs,6.44,5.92,-16.578193,179.414413
Fiji,Milk - inc. cheese,40.2,57.26,-16.578193,179.414413
Fiji,Wheat and Wheat Products,84.22,16.06,-16.578193,179.414413
Fiji,Rice,45.62,58.38,-16.578193,179.414413
Fiji,Soybeans,0.3,0.14,-16.578193,179.414413
Fiji,Nuts inc. Peanut Butter,1.3,2.3,-16.578193,179.414413
South Korea,Pork,32.76,115.95,35.907757,127.766922
South Korea,Poultry,16,17.19,35.907757,127.766922
South Korea,Beef,14.53,448.37,35.907757,127.766922
South Korea,Lamb & Goat,0.14,4.9,35.907757,127.766922
South Korea,Fish,33.09,52.83,35.907757,127.766922
South Korea,Eggs,11.24,10.33,35.907757,127.766922
South Korea,Milk - inc. cheese,29.05,41.38,35.907757,127.766922
South Korea,Wheat and Wheat Products,50.84,9.7,35.907757,127.766922
South Korea,Rice,85.18,109,35.907757,127.766922
South Korea,Soybeans,8.35,3.76,35.907757,127.766922
South Korea,Nuts inc. Peanut Butter,4.88,8.64,35.907757,127.766922
Poland,Pork,46.19,163.49,51.919438,19.145136
Poland,Poultry,27.41,29.44,51.919438,19.145136
Poland,Beef,2.32,71.59,51.919438,19.145136
Poland,Lamb & Goat,0.02,0.7,51.919438,19.145136
Poland,Fish,10.49,16.75,51.919438,19.145136
Poland,Eggs,7.53,6.92,51.919438,19.145136
Poland,Milk - inc. cheese,205.39,292.56,51.919438,19.145136
Poland,Wheat and Wheat Products,108.83,20.75,51.919438,19.145136
Poland,Rice,0.95,1.22,51.919438,19.145136
Poland,Soybeans,0.06,0.03,51.919438,19.145136
Poland,Nuts inc. Peanut Butter,2.23,3.95,51.919438,19.145136
Saudi Arabia,Pork,0,0,23.885942,45.079162
Saudi Arabia,Poultry,49.05,52.69,23.885942,45.079162
Saudi Arabia,Beef,6.45,199.03,23.885942,45.079162
Saudi Arabia,Lamb & Goat,6.54,229.03,23.885942,45.079162
Saudi Arabia,Fish,11.99,19.14,23.885942,45.079162
Saudi Arabia,Eggs,5.37,4.93,23.885942,45.079162
Saudi Arabia,Milk - inc. cheese,83.65,119.15,23.885942,45.079162
Saudi Arabia,Wheat and Wheat Products,89.47,17.06,23.885942,45.079162
Saudi Arabia,Rice,36.02,46.09,23.885942,45.079162
Saudi Arabia,Soybeans,0.05,0.02,23.885942,45.079162
Saudi Arabia,Nuts inc. Peanut Butter,3.23,5.72,23.885942,45.079162
Botswana,Pork,0.74,2.62,-22.328474,24.684866
Botswana,Poultry,5.33,5.73,-22.328474,24.684866
Botswana,Beef,7.85,242.23,-22.328474,24.684866
Botswana,Lamb & Goat,3.76,131.67,-22.328474,24.684866
Botswana,Fish,3.98,6.35,-22.328474,24.684866
Botswana,Eggs,1.95,1.79,-22.328474,24.684866
Botswana,Milk - inc. cheese,117.74,167.71,-22.328474,24.684866
Botswana,Wheat and Wheat Products,38.2,7.28,-22.328474,24.684866
Botswana,Rice,7.06,9.03,-22.328474,24.684866
Botswana,Soybeans,1.16,0.52,-22.328474,24.684866
Botswana,Nuts inc. Peanut Butter,1.08,1.91,-22.328474,24.684866
Hungary,Pork,34.93,123.63,47.162494,19.503304
Hungary,Poultry,23.78,25.54,47.162494,19.503304
Hungary,Beef,4.96,153.06,47.162494,19.503304
Hungary,Lamb & Goat,0.11,3.85,47.162494,19.503304
Hungary,Fish,4.93,7.87,47.162494,19.503304
Hungary,Eggs,12.45,11.44,47.162494,19.503304
Hungary,Milk - inc. cheese,159.05,226.55,47.162494,19.503304
Hungary,Wheat and Wheat Products,109.98,20.97,47.162494,19.503304
Hungary,Rice,2.15,2.75,47.162494,19.503304
Hungary,Soybeans,0.01,0,47.162494,19.503304
Hungary,Nuts inc. Peanut Butter,0.64,1.13,47.162494,19.503304
Trinidad and Tobago,Pork,8.92,31.57,10.691803,-61.222503
Trinidad and Tobago,Poultry,58.27,62.59,10.691803,-61.222503
Trinidad and Tobago,Beef,6.13,189.16,10.691803,-61.222503
Trinidad and Tobago,Lamb & Goat,2.79,97.71,10.691803,-61.222503
Trinidad and Tobago,Fish,20.54,32.8,10.691803,-61.222503
Trinidad and Tobago,Eggs,4.2,3.86,10.691803,-61.222503
Trinidad and Tobago,Milk - inc. cheese,103.8,147.85,10.691803,-61.222503
Trinidad and Tobago,Wheat and Wheat Products,90.17,17.2,10.691803,-61.222503
Trinidad and Tobago,Rice,16.38,20.96,10.691803,-61.222503
Trinidad and Tobago,Soybeans,0.04,0.02,10.691803,-61.222503
Trinidad and Tobago,Nuts inc. Peanut Butter,3.78,6.69,10.691803,-61.222503
Tunisia,Pork,0,0,33.886917,9.537499
Tunisia,Poultry,18.5,19.87,33.886917,9.537499
Tunisia,Beef,5.53,170.64,33.886917,9.537499
Tunisia,Lamb & Goat,5.34,187.01,33.886917,9.537499
Tunisia,Fish,12.63,20.17,33.886917,9.537499
Tunisia,Eggs,7.67,7.05,33.886917,9.537499
Tunisia,Milk - inc. cheese,114.47,163.05,33.886917,9.537499
Tunisia,Wheat and Wheat Products,197.5,37.66,33.886917,9.537499
Tunisia,Rice,1.07,1.37,33.886917,9.537499
Tunisia,Soybeans,1.88,0.85,33.886917,9.537499
Tunisia,Nuts inc. Peanut Butter,6.34,11.22,33.886917,9.537499
Egypt,Pork,0.02,0.07,26.820553,30.802498
Egypt,Poultry,14.43,15.5,26.820553,30.802498
Egypt,Beef,12.88,397.45,26.820553,30.802498
Egypt,Lamb & Goat,1.58,55.33,26.820553,30.802498
Egypt,Fish,21.46,34.26,26.820553,30.802498
Egypt,Eggs,4.59,4.22,26.820553,30.802498
Egypt,Milk - inc. cheese,59.46,84.69,26.820553,30.802498
Egypt,Wheat and Wheat Products,146.83,28,26.820553,30.802498
Egypt,Rice,39.77,50.89,26.820553,30.802498
Egypt,Soybeans,0.64,0.29,26.820553,30.802498
Egypt,Nuts inc. Peanut Butter,1.82,3.22,26.820553,30.802498
Mauritius,Pork,4.08,14.44,-20.348404,57.552152
Mauritius,Poultry,38.51,41.37,-20.348404,57.552152
Mauritius,Beef,5.99,184.84,-20.348404,57.552152
Mauritius,Lamb & Goat,4.08,142.88,-20.348404,57.552152
Mauritius,Fish,19.66,31.39,-20.348404,57.552152
Mauritius,Eggs,6.32,5.81,-20.348404,57.552152
Mauritius,Milk - inc. cheese,117.27,167.04,-20.348404,57.552152
Mauritius,Wheat and Wheat Products,114.02,21.74,-20.348404,57.552152
Mauritius,Rice,45.56,58.3,-20.348404,57.552152
Mauritius,Soybeans,0.3,0.14,-20.348404,57.552152
Mauritius,Nuts inc. Peanut Butter,2.33,4.12,-20.348404,57.552152
Bulgaria,Pork,26.26,92.95,42.733883,25.48583
Bulgaria,Poultry,20.68,22.21,42.733883,25.48583
Bulgaria,Beef,3.84,118.49,42.733883,25.48583
Bulgaria,Lamb & Goat,1.63,57.08,42.733883,25.48583
Bulgaria,Fish,6.24,9.96,42.733883,25.48583
Bulgaria,Eggs,8.36,7.68,42.733883,25.48583
Bulgaria,Milk - inc. cheese,155.71,221.79,42.733883,25.48583
Bulgaria,Wheat and Wheat Products,121.17,23.11,42.733883,25.48583
Bulgaria,Rice,2.24,2.87,42.733883,25.48583
Bulgaria,Soybeans,0.04,0.02,42.733883,25.48583
Bulgaria,Nuts inc. Peanut Butter,2.26,4,42.733883,25.48583
Morocco,Pork,0.01,0.04,31.791702,-7.09262
Morocco,Poultry,20.77,22.31,31.791702,-7.09262
Morocco,Beef,8.04,248.1,31.791702,-7.09262
Morocco,Lamb & Goat,4.36,152.69,31.791702,-7.09262
Morocco,Fish,17.44,27.85,31.791702,-7.09262
Morocco,Eggs,6.68,6.14,31.791702,-7.09262
Morocco,Milk - inc. cheese,54.68,77.89,31.791702,-7.09262
Morocco,Wheat and Wheat Products,179.7,34.27,31.791702,-7.09262
Morocco,Rice,1.1,1.41,31.791702,-7.09262
Morocco,Soybeans,0,0,31.791702,-7.09262
Morocco,Nuts inc. Peanut Butter,3.23,5.72,31.791702,-7.09262
Slovakia,Pork,31.78,112.49,48.669026,19.699024
Slovakia,Poultry,15.13,16.25,48.669026,19.699024
Slovakia,Beef,5.19,160.15,48.669026,19.699024
Slovakia,Lamb & Goat,0.16,5.6,48.669026,19.699024
Slovakia,Fish,8.39,13.4,48.669026,19.699024
Slovakia,Eggs,16.05,14.74,48.669026,19.699024
Slovakia,Milk - inc. cheese,143.14,203.89,48.669026,19.699024
Slovakia,Wheat and Wheat Products,123.62,23.57,48.669026,19.699024
Slovakia,Rice,2.88,3.69,48.669026,19.699024
Slovakia,Soybeans,0.02,0.01,48.669026,19.699024
Slovakia,Nuts inc. Peanut Butter,3.7,6.55,48.669026,19.699024
Niger,Pork,0.09,0.32,17.607789,8.081666
Niger,Poultry,1.08,1.16,17.607789,8.081666
Niger,Beef,8.97,276.8,17.607789,8.081666
Niger,Lamb & Goat,4.17,146.03,17.607789,8.081666
Niger,Fish,2.7,4.31,17.607789,8.081666
Niger,Eggs,0.3,0.28,17.607789,8.081666
Niger,Milk - inc. cheese,58.92,83.93,17.607789,8.081666
Niger,Wheat and Wheat Products,4.79,0.91,17.607789,8.081666
Niger,Rice,13.17,16.85,17.607789,8.081666
Niger,Soybeans,0,0,17.607789,8.081666
Niger,Nuts inc. Peanut Butter,6.95,12.3,17.607789,8.081666
Kenya,Pork,0.29,1.03,-0.023559,37.906193
Kenya,Poultry,0.47,0.5,-0.023559,37.906193
Kenya,Beef,9.54,294.38,-0.023559,37.906193
Kenya,Lamb & Goat,1.86,65.14,-0.023559,37.906193
Kenya,Fish,4.27,6.82,-0.023559,37.906193
Kenya,Eggs,1.84,1.69,-0.023559,37.906193
Kenya,Milk - inc. cheese,94.86,135.12,-0.023559,37.906193
Kenya,Wheat and Wheat Products,34.65,6.61,-0.023559,37.906193
Kenya,Rice,12.94,16.56,-0.023559,37.906193
Kenya,Soybeans,0.2,0.09,-0.023559,37.906193
Kenya,Nuts inc. Peanut Butter,1.64,2.9,-0.023559,37.906193
Jordan,Pork,0.02,0.07,30.585164,36.238414
Jordan,Poultry,33.39,35.87,30.585164,36.238414
Jordan,Beef,5.61,173.11,30.585164,36.238414
Jordan,Lamb & Goat,5.68,198.91,30.585164,36.238414
Jordan,Fish,5.13,8.19,30.585164,36.238414
Jordan,Eggs,3.92,3.6,30.585164,36.238414
Jordan,Milk - inc. cheese,77.68,110.65,30.585164,36.238414
Jordan,Wheat and Wheat Products,136.74,26.08,30.585164,36.238414
Jordan,Rice,19.67,25.17,30.585164,36.238414
